Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2020 00:00,241,112.17,220.16,136.34,57.16,189.13,36.69,6.52,1.82,7.63,124.73,139.6,3.53,NA,2.73,6.62,18.64,70.09,0.31,251.91,NA,0,105.29,NA,0.01
02-01-2020 00:00,168,85.37,190.38,79.8,50.09,127.07,33.56,6.17,1.29,13.29,107.78,114.73,2.11,NA,1.52,3.95,20.08,68.19,0.27,192.05,NA,0,87.89,NA,0
03-01-2020 00:00,140,41.22,75.65,32.2,34.36,66,30.22,6.43,0.67,5.58,100.95,105.4,1.44,NA,1.08,2.62,17.28,93.85,0.33,161.08,NA,0,35.46,NA,-0.01
04-01-2020 00:00,46,35.97,73.91,52.23,30.55,82.78,28.24,8.26,0.88,5.23,111.74,121.23,1.66,NA,1.41,3.09,17.36,93.8,0.18,235.5,NA,0,44.4,NA,0.01
05-01-2020 00:00,141,84.69,134.53,112.73,32.73,145.46,26.27,8.48,1.44,4.49,125.07,134.78,2.47,NA,2.13,4.73,17.15,92.88,0.39,240.86,NA,0,62.25,NA,0.01
06-01-2020 00:00,211,94.78,170.21,123.16,43.76,166.92,27.41,8.48,1.6,5.42,112.53,119.59,2.86,NA,2.01,5.46,17.1,77.3,0.28,215.83,NA,0,120.23,NA,0
07-01-2020 00:00,164,74.59,165.1,41.2,42.2,83.77,29.29,8.27,1.08,6.56,113.95,119.14,1.82,NA,1.59,3.32,16.68,77.3,0.45,248.24,NA,0,110.16,NA,0
08-01-2020 00:00,169,47.3,180.44,89.25,43.44,132.69,32.31,8.62,1.41,6.71,129.4,139.55,2.56,NA,2.3,4.96,18.33,77.19,0.18,171.64,NA,0,115.64,NA,0
09-01-2020 00:00,130,53.92,133.11,56.06,39.51,95.57,31.71,8.15,1.09,6.94,109.48,113.95,1.83,NA,1.31,3.35,18.33,84.18,0.21,164.08,NA,0,61.64,NA,0.01
10-01-2020 00:00,111,70.82,126.61,19.06,40.96,60.02,27.78,8.01,0.83,6.17,110.57,111.96,1.3,NA,1.14,2.32,18.3,72.29,0.64,261.12,NA,0,105.46,NA,-0.02
11-01-2020 00:00,122,74.66,126.94,26.31,37.54,63.85,25.02,8.15,0.87,7.29,101.64,104.31,1.07,NA,0.85,1.8,16.36,74.57,0.54,267.02,NA,0,102.35,NA,-0.01
12-01-2020 00:00,192,82.77,144.93,62.1,42.65,104.75,26.46,8.51,1.05,7.83,104.12,108.32,1.41,NA,1.09,2.56,17.01,70.75,0.49,257.89,NA,0,125.68,NA,-0.01
13-01-2020 00:00,132,50.81,185.07,94.52,48.02,123.36,26.84,9.09,1.44,8.81,100.67,106.77,1.99,NA,1.5,3.82,17.36,65.8,0.4,243.07,NA,0,124.79,NA,0
14-01-2020 00:00,216,89.5,254.14,183.56,59.42,215.77,38.67,10.38,2.43,11.2,124.86,135.49,4.29,NA,4.24,8.59,18.4,69.62,0.21,212.92,NA,0,118.68,NA,0.01
15-01-2020 00:00,293,152.02,282,201.81,74.67,244.22,36.8,11.51,2.6,13.21,116.25,118.83,4.23,NA,3.36,8.22,19.42,73.16,0.17,217.13,NA,0,98.96,NA,0.01
