Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2022 00:00,198,93.93,172.8,61.28,68.45,130.73,5.07,6.26,0.69,15.9,NA,NA,NA,NA,NA,NA,18.85,81.45,1.01,266,NA,0,114.32,NA,0
02-01-2022 00:00,169,83.48,153.31,36.72,63.12,100.84,4,5.69,0.49,15.58,NA,NA,NA,NA,NA,NA,17.69,89.91,1.17,265.66,NA,0,113.76,NA,-0.01
03-01-2022 00:00,197,76.82,181.11,75.29,66.81,143.1,4.27,7.76,0.89,22.74,NA,NA,NA,NA,NA,NA,18.1,81.78,0.77,268.47,NA,0,118.55,NA,0
04-01-2022 00:00,173,69.68,213.16,58.05,75.41,133.34,7.08,7.27,0.81,21.68,NA,NA,NA,NA,NA,NA,17.79,77.87,0.8,260.02,NA,0,114.73,NA,0
05-01-2022 00:00,292,135.51,265.18,77.07,80.88,156.16,8.15,7.93,1.17,15.6,NA,NA,NA,NA,NA,NA,17.96,80.18,0.72,256.74,NA,0,118.58,NA,0
06-01-2022 00:00,267,124.1,271.77,125.76,86.49,210.15,9.2,7.2,1.45,18.16,NA,NA,NA,NA,NA,NA,18.66,82.64,0.41,220.69,NA,0,105.75,NA,0.01
07-01-2022 00:00,284,125.4,237.92,77.28,84.05,159.23,9.54,4.91,1.17,11.17,NA,NA,NA,NA,NA,NA,19.86,78.49,0.47,258.58,NA,0,114.28,NA,0.01
08-01-2022 00:00,214,94.66,201.78,78.03,81.12,157.5,9.21,4.18,1.18,7.82,NA,NA,NA,NA,NA,NA,20.93,80.24,0.41,248.32,NA,0,119.69,NA,0.02
09-01-2022 00:00,228,99,211.95,102.11,78.32,178.22,8.92,4.57,1.21,7.52,NA,NA,NA,NA,NA,NA,21.27,83.27,0.31,201.2,NA,0,116.84,NA,0.01
10-01-2022 00:00,196,96.81,199.71,80.43,73.68,152.01,8.37,5.47,1.09,20.89,NA,NA,NA,NA,NA,NA,21.65,84.05,0.29,220.91,NA,0,95.71,NA,0.01
11-01-2022 00:00,252,98.82,192.5,46.81,69.07,113.77,7.78,4.42,0.7,25.74,NA,NA,NA,NA,NA,NA,22.01,85.3,0.85,207.32,NA,0,94.64,NA,-0.02
12-01-2022 00:00,96,46.72,101.27,15.47,69.08,82.44,8.31,4.28,0.53,8.03,NA,NA,NA,NA,NA,NA,19.03,97.87,0.61,251.13,NA,0,40.09,NA,0.01
