Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2020 00:00,130,79.46,131.88,1.94,1.52,3.46,13.92,8.95,0.67,13.69,0.17,NA,NA,NA,0.43,10.27,19.13,79.17,0.42,157.74,NA,0,260.9,NA,NA
02-01-2020 00:00,202,87.05,126.47,2.66,1.4,3.99,12.99,9.06,0.67,14.09,0.11,NA,NA,NA,0.46,11.55,20.59,82.53,0.43,170.26,NA,0,234.37,NA,NA
03-01-2020 00:00,155,78.82,116.35,2.77,1.41,4,12.12,8.99,0.66,14.69,0.13,NA,NA,NA,0.17,11.79,19.86,81.99,0.47,179.84,NA,0,224.38,NA,NA
04-01-2020 00:00,192,85.62,133.66,3.18,2.37,5.27,12.86,9.17,0.67,15.27,0.25,NA,NA,NA,0.16,5.45,18.83,80.87,0.48,179.41,NA,0,240.78,NA,NA
05-01-2020 00:00,155,67.08,128.28,3.06,1.17,3.96,13.74,9.12,0.68,15.91,0.05,NA,NA,NA,0.49,7.9,21.63,75.38,0.45,161.05,NA,0,262.73,NA,NA
06-01-2020 00:00,99,64.12,117.04,2.14,3.48,5.62,13.48,9.08,0.66,16.35,0.03,NA,NA,NA,0.28,7.01,24.93,68.25,0.55,145.14,NA,0,252.89,NA,NA
07-01-2020 00:00,122,64.8,92.82,3.38,6.27,7.61,11.21,6.87,0.47,12.74,0.64,NA,NA,NA,0.26,6.37,23.59,80.8,0.4,160.12,NA,0,213.3,NA,NA
08-01-2020 00:00,111,52.95,76.92,3.88,1.86,4.96,11.1,3.67,0.16,11.93,1.44,NA,NA,NA,0.14,4.92,23.05,81.19,0.46,175.69,NA,0,211.58,NA,NA
09-01-2020 00:00,92,50.07,82.47,3.86,1.66,5.27,12.11,3.78,0.22,15.22,0.8,NA,NA,NA,0.36,4.19,20.09,78.44,0.48,164.53,NA,0,255.74,NA,NA
10-01-2020 00:00,90,54.09,92.63,2.89,2.04,4.92,11.03,3.71,0.27,14.69,1.18,NA,NA,NA,0.44,4.39,21.86,75.84,0.48,157.18,NA,0,215.29,NA,NA
11-01-2020 00:00,107,65.81,115.43,2.63,2.63,5.26,11.98,4.25,0.33,13.94,2.37,NA,NA,NA,0.15,6.93,25.66,67.64,0.56,139.82,NA,0,240.81,NA,NA
12-01-2020 00:00,115,60.75,109.81,3.84,2.08,5.36,11.41,4.48,0.39,14.16,0.69,NA,NA,NA,0.53,11.99,23.8,78.66,0.4,139.73,NA,0,233.84,NA,NA
13-01-2020 00:00,97,43.46,61.84,3.86,1.9,4.53,10.21,4.11,0.43,14.71,0.1,NA,NA,NA,0.34,11.66,23.56,84.59,0.42,176.85,NA,0,216.77,NA,NA
14-01-2020 00:00,53,27.49,62.3,3.69,1.83,4.36,8.69,4.12,0.46,14.75,0.01,NA,NA,NA,0.58,11,21.87,79.22,0.58,178.05,NA,0,237.33,NA,NA
15-01-2020 00:00,65,24.79,57.8,2.66,1.4,3.96,8.27,4.09,0.49,14.92,0.03,NA,NA,NA,0.34,7.01,19.78,74.73,0.51,173.75,NA,0,271.1,NA,NA
16-01-2020 00:00,50,23.15,51.71,2.36,1.51,3.87,9.08,3.8,0.53,15.41,0.13,NA,NA,NA,0.22,4.62,17.73,76.85,0.57,167.61,NA,0,272.39,NA,NA
17-01-2020 00:00,44,39.06,99.85,2.39,2.92,5.31,11.42,3.75,0.55,15.88,0.06,NA,NA,NA,0.12,1.9,15.9,76.12,0.56,178.34,NA,0,316.17,NA,NA
18-01-2020 00:00,114,57.11,100.83,3.64,2.35,5.99,12,3.78,0.58,16.84,0.16,NA,NA,NA,0.14,4.21,19.3,75.11,0.45,155.37,NA,0,272.01,NA,NA
19-01-2020 00:00,121,68.44,124.26,5.32,1.94,7.11,11.62,4.2,0.61,16.48,0.03,NA,NA,NA,0.42,7.93,21.36,77.52,0.45,149.63,NA,0,268.09,NA,NA
20-01-2020 00:00,92,55.35,76.84,3.75,2.33,5.56,11.44,4.12,0.65,17.36,0.41,NA,NA,NA,0.45,9.27,22.74,76.85,0.49,150.6,NA,0,255.34,NA,NA
21-01-2020 00:00,132,60.98,116.87,3.29,3.9,7.1,11.47,4.23,0.67,19.32,0.33,NA,NA,NA,0.26,8.83,21.93,79.43,0.43,158.7,NA,0,256.55,NA,NA
22-01-2020 00:00,73,47.1,86.37,4.06,1.82,5.57,9.86,4.28,0.68,19.63,0.23,NA,NA,NA,0.25,10.03,23.12,75.84,0.52,161.86,NA,0,255.87,NA,NA
23-01-2020 00:00,106,62.63,109.91,3.48,1.74,5.2,10.87,4.46,0.69,20.53,0.2,NA,NA,NA,0.39,13.5,23.47,76.94,0.6,172.28,NA,0,283.65,NA,NA
24-01-2020 00:00,124,56.11,92.77,3.28,3.63,6.51,9.8,4.04,0.56,28.87,0.53,NA,NA,NA,0.23,8.06,24.21,75.4,0.64,184.38,NA,0,265.55,NA,NA
25-01-2020 00:00,96,61.36,108.96,4.01,3.45,7.13,7.59,4.03,0.49,15.32,0.95,NA,NA,NA,0.27,4.05,23.9,76.83,0.55,165.53,NA,0,253.91,NA,NA
26-01-2020 00:00,158,69.88,190.86,4.12,2.99,6.75,8.55,4.37,0.72,5.26,0.18,NA,NA,NA,0.29,11.48,23.52,77.4,0.5,152.85,NA,0,234.19,NA,NA
27-01-2020 00:00,118,37.57,68.61,3.37,1.21,4.53,8.39,4.29,0.51,5.07,0.02,NA,NA,NA,0.44,13.73,22.26,77.39,0.47,158.55,NA,0,289.46,NA,NA
28-01-2020 00:00,45,12.54,46.03,3.75,1.46,4.49,8.34,4.29,0.31,5.02,0.02,NA,NA,NA,0.12,11.53,22.72,76.91,0.59,179.21,NA,0,263.9,NA,NA
29-01-2020 00:00,64,16.29,71.92,2.55,1.24,3.53,8.39,3.84,0.25,5.21,0.04,NA,NA,NA,0.4,11.19,20.44,73.41,0.62,168.13,NA,0,301.44,NA,NA
30-01-2020 00:00,71,36.52,79.04,2.6,1.95,4.55,10.44,3.81,0.31,5.78,0.15,NA,NA,NA,0.17,6.66,19.32,70.98,0.55,156.26,NA,0,305.78,NA,NA
31-01-2020 00:00,86,47.44,88.88,2.7,2.15,4.85,11.42,4.05,0.4,5.47,0.05,NA,NA,NA,0.14,6.29,19.51,74.07,0.51,156.65,NA,0,294.18,NA,NA
01-02-2020 00:00,98,57.36,109.98,3.79,2.47,6.27,11.56,4.19,0.48,5.55,1.21,NA,NA,NA,0.23,7.63,20.49,77.44,0.46,153.46,NA,0,255.41,NA,NA
02-02-2020 00:00,99,49.82,106.04,3.84,1.98,5.31,11.81,4.27,0.47,5.33,0.22,NA,NA,NA,0.18,11.67,22.04,74.63,0.44,142.19,NA,0,278.55,NA,NA
03-02-2020 00:00,94,47.06,86.86,3.85,3.79,6.34,10.95,3.82,0.49,5.72,1.27,NA,NA,NA,0.39,8.01,21.83,82.61,0.46,157.65,NA,0,265.36,NA,NA
04-02-2020 00:00,96,55.17,102.03,3.63,3.52,6.11,10.56,4.17,0.46,7.15,0.82,NA,NA,NA,0.36,3.68,21.31,77.27,0.48,160.74,NA,0,264.39,NA,NA
05-02-2020 00:00,90,45.31,97.12,3.36,3.69,7.05,11.84,4.08,0.43,7.27,0.51,NA,NA,NA,0.31,6.45,20.25,72.62,0.51,163.77,NA,0,295.73,NA,NA
06-02-2020 00:00,90,42.36,85.47,3.19,1.98,5.15,11.96,4.21,0.38,7.6,0.01,NA,NA,NA,0.28,8.51,19.74,70.57,0.58,164.52,NA,0,286.17,NA,NA
07-02-2020 00:00,73,36.39,73.76,2.47,6.79,9.26,10.22,4.47,0.28,34.16,0.02,NA,NA,NA,0.05,1.65,18.53,71.19,0.58,149.15,NA,0,306.81,NA,NA
08-02-2020 00:00,81,56.61,103.97,2.68,10.72,13.41,6.56,4.09,0.36,42.64,0.02,NA,NA,NA,0.26,0.3,21.39,73.16,0.6,164.19,NA,0,313.54,NA,NA
09-02-2020 00:00,115,63.81,121.06,2.4,11.53,13.92,6.05,5.26,0.34,59.72,0.09,NA,NA,NA,0.3,0.15,24.08,63.16,0.71,151.87,NA,0,308.37,NA,NA
10-02-2020 00:00,101,49.74,99.46,2.71,11.83,14.54,5.4,4.73,0.34,62.88,0.07,NA,NA,NA,0.23,0.25,26.31,61.15,0.8,186.56,NA,0,294.24,NA,NA
11-02-2020 00:00,91,43.42,93.32,2.65,12.3,14.95,5.82,4.34,0.37,40.13,0.04,NA,NA,NA,0.29,0.15,26.49,68.28,0.62,167.33,NA,0,212.89,NA,NA
12-02-2020 00:00,81,37.69,78.19,2.83,10.67,13.5,5.89,2.68,0.35,18.83,0.05,NA,NA,NA,0.11,0.04,26.05,70.59,0.53,142.26,NA,0,177.84,NA,NA
13-02-2020 00:00,73,41.44,72.94,3.26,7.88,11.14,5.81,1.88,0.36,16.46,0.06,NA,NA,NA,0.3,0.18,25.89,70.63,0.63,176.39,NA,0,257.12,NA,NA
14-02-2020 00:00,77,47.45,89.12,3.62,12.67,16.29,7.5,1.85,0.39,17.51,0.05,NA,NA,NA,2.96,1.72,25.52,64.32,0.78,182.89,NA,0,289.66,NA,NA
15-02-2020 00:00,97,45.19,100.48,3.14,14.1,17.24,9.05,3.38,0.38,9.34,0.4,NA,NA,NA,6.19,5.51,23.19,65.23,0.7,164.93,NA,0,291.59,NA,NA
16-02-2020 00:00,96,57.28,123.28,3.06,17.02,20.08,8.96,3.58,0.5,30.84,1.06,NA,NA,NA,1.84,4.61,23.43,70.26,0.65,178.12,NA,0,272.33,NA,NA
17-02-2020 00:00,128,63.22,108.2,2.72,11.11,13.83,8.56,3.69,0.49,24.75,0.9,NA,NA,NA,1.48,3.8,25.67,68.63,0.76,168.68,NA,0,264.8,NA,NA
