Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2023,112,65.57291667,123.3229167,18.30104167,29.36006944,30.49027778,30.359375,9.251388889,0.446493056,15.11111111,2.457638889,9.780208333,0.763888889,,,,26.346875,78.84722222,0.48125,234.7013889,0,0,93.84375,752.5486111,0.079513889
02-01-2023,105,46.64035088,84.45634921,8.715873016,29.43611111,22.74444444,29.13055556,9.294047619,0.382103175,14.67375,1.697619048,6.059920635,0.451587302,,,,25.44166667,76.03174603,0.362698413,199.1507937,0,0,50.63492063,753.0396825,0.052380952
03-01-2023,102,53.74019608,120.6527778,21.60173611,35.08229167,36.21979167,29.171875,9.359375,0.449722222,15.75659722,2.474305556,10.63541667,1.026041667,,,,24.91909722,76.07986111,0.45,195.1458333,0,0,103.0243056,753.2256944,0.06875
04-01-2023,116,81.33974359,131.21875,5.757638889,28.53993056,19.91006944,31.67048611,9.330902778,0.652326389,17.00625,2.204513889,6.910763889,0.353819444,,,,24.51840278,77.64583333,0.80625,175.8055556,0.041666667,0.03125,73.08680556,752.7951389,0.08125
05-01-2023,228,114.6493056,187.8472222,4.708680556,25.25208333,17.28159722,35.95763889,9.387152778,1.18375,19.57013889,3.002083333,3.95625,0.258333333,,,,24.28368056,73.85069444,1.359722222,164.3888889,0,0,85.22222222,753.5694444,0.122916667
06-01-2023,310,132.8823529,220.5394737,6.127192982,30.72017544,21.41929825,34.41710526,9.016203704,1.76037037,20.57982456,3.683333333,5.311842105,0.278947368,,,,23.17850877,70.50438596,0.603947368,203.7763158,0,0,107.6184211,753.9868421,0.052631579
07-01-2023,,98.99305556,217.8392857,23.84464286,39.80535714,40.65178571,32.71904762,7.304487179,1.192619048,24.9224359,4.232051282,13.30833333,1.137820513,,,,23.4625,62.83333333,0.667857143,203.2738095,0,0,142.5892857,752.5119048,0.096428571
08-01-2023,195,76.93055556,223.0243056,48.621875,43.99479167,62.97847222,25.46701389,2.777777778,1.361354167,18.20798611,5.062847222,31.69722222,2.161111111,,,,21.184375,60.70486111,0.509722222,240.3159722,0,0,124.7986111,752.4826389,0.031944444
09-01-2023,202,75.34090909,207.2569444,44.15902778,44.71215278,59.73333333,27.83645833,9.658333333,1.224236111,20.26041667,4.675347222,21.21423611,1.888541667,,,,21.09305556,63.82291667,0.461458333,215.0277778,0,0,122.1145833,752.8298611,0.042361111
10-01-2023,187,86.86111111,234.0868056,58.29513889,50.140625,74.11736111,27.55659722,4.280797101,1.433263889,19.81736111,5.606944444,27.47326389,2.201388889,,,,21.75659722,67.20833333,0.505555556,207.4895833,0,0,120.1527778,752.3159722,0.040625
