Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2020 00:00,,431.55,628.64,53.79,46.51,100.29,NA,NA,3.41,9.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
02-01-2020 00:00,,160.82,266.49,45,47.7,92.71,NA,NA,2.74,14.67,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
03-01-2020 00:00,303,171.74,275.12,63.17,57.51,120.67,NA,NA,3.59,9.04,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
04-01-2020 00:00,328,203.11,332.15,50.51,50.77,101.29,NA,NA,4.48,9.69,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
05-01-2020 00:00,277,128.41,219.86,9.28,30.12,39.39,NA,NA,2.65,8.43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
06-01-2020 00:00,293,121.07,207.23,12.55,31.92,44.47,NA,NA,1.54,5.42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
07-01-2020 00:00,,103.81,167.19,11.87,31.17,43.04,NA,NA,1.33,16.53,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
08-01-2020 00:00,224,92.84,129.83,11.4,29.69,41.09,NA,NA,1.23,5.79,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
09-01-2020 00:00,140,65.53,112.39,5.6,26.36,31.96,NA,NA,1.33,6.29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
10-01-2020 00:00,192,96.49,164.53,7.79,29.23,37.01,NA,NA,2.73,8.36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
11-01-2020 00:00,,118.87,206.71,22.47,36.85,59.32,NA,NA,2.36,10.55,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
12-01-2020 00:00,,161.08,269.67,36.92,43.4,80.32,NA,NA,2.9,8.16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
13-01-2020 00:00,312,164.66,267.23,23.6,38.4,62,NA,NA,2.24,12.98,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
14-01-2020 00:00,245,91.92,150.46,6.62,26.03,32.64,NA,NA,1.55,5.18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
15-01-2020 00:00,145,84.6,153.62,6.18,22.84,29.02,NA,NA,1.35,7.45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
16-01-2020 00:00,244,110.62,170.53,6.3,22.76,29.06,NA,NA,0.55,5.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
17-01-2020 00:00,215,79.23,126.54,7.28,22.74,30.02,NA,NA,0.96,4.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
18-01-2020 00:00,167,89.3,158.76,7.9,23.26,31.16,NA,NA,0.89,5.26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
19-01-2020 00:00,242,97.68,151.36,4.34,21.03,25.37,NA,NA,0.83,6.71,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
20-01-2020 00:00,243,127.18,203.24,7.3,23.19,30.48,NA,NA,0.73,5.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
21-01-2020 00:00,344,195.2,312.7,20.93,29.05,49.97,NA,NA,1.34,7.09,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
22-01-2020 00:00,349,158.96,251.86,8.69,23.3,31.99,NA,NA,1.15,11.49,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
23-01-2020 00:00,164,50.84,110.53,3.41,19.84,23.26,NA,NA,0.27,24.98,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
24-01-2020 00:00,101,62.67,127.4,4.73,20.72,25.46,NA,NA,0.33,29.95,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
25-01-2020 00:00,215,119.27,232.87,8.77,22.99,31.76,NA,NA,0.44,24.72,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
26-01-2020 00:00,329,194.97,328.3,8.82,22.32,31.14,NA,NA,4.86,23.26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
27-01-2020 00:00,360,215.2,369.94,13.9,25.18,39.09,NA,NA,1.44,21.48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
28-01-2020 00:00,234,95.66,152.36,5.93,24.81,30.74,NA,NA,2.32,21.37,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
29-01-2020 00:00,173,70.58,133.18,5.66,20.44,26.1,NA,NA,1.84,22.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
30-01-2020 00:00,173,75.03,154.93,3.1,16.99,20.09,NA,NA,1.68,24.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
31-01-2020 00:00,157,76.13,160.49,2.86,16.88,19.74,NA,NA,1.87,24.26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
01-02-2020 00:00,225,100.74,189.93,2.83,16.85,19.67,NA,NA,1.96,23.92,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
02-02-2020 00:00,218,111.57,195.94,2.81,16.84,19.64,NA,NA,1.94,25.56,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
03-02-2020 00:00,,116.12,225.22,6.9,18.78,24.68,NA,NA,2.14,26.37,0,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
04-02-2020 00:00,297,178.2,335.43,3.65,17.12,17.12,NA,NA,2.79,29.49,0.27,0.5,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
05-02-2020 00:00,340,120.11,226.58,16.72,46.25,59.75,NA,NA,1.6,24.91,0.35,0.01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
06-02-2020 00:00,205,94.53,185.72,39.29,129.74,165.32,NA,NA,0.73,24.25,0.02,0.42,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
07-02-2020 00:00,271,116.9,213.9,36.82,205.36,151.46,NA,NA,0.86,26.57,0.05,0.1,1.51,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
08-02-2020 00:00,263,128.46,224.66,12.73,15.67,28.4,NA,NA,0.81,28.3,0.02,0.58,5.27,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
09-02-2020 00:00,262,129.79,241.34,14.48,15.26,29.74,NA,NA,0.84,27.66,0.04,1.23,1.66,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
10-02-2020 00:00,283,147.17,260.8,27.75,23.93,49.32,NA,NA,0.95,27.57,0.08,0.83,4.82,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
11-02-2020 00:00,296,156.24,298,44.37,40.53,62.84,NA,NA,1.05,29.27,0.25,3.29,5.99,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
12-02-2020 00:00,315,149.16,278.2,81.82,102.5,82.57,NA,NA,1.55,29.41,0.2,3.78,3.12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
13-02-2020 00:00,197,75.39,163.58,24.24,45.07,62.99,NA,NA,2.19,30.73,0.27,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
14-02-2020 00:00,143,56.98,158.82,1.63,11.47,11.85,NA,NA,2.34,33.39,0.11,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
15-02-2020 00:00,121,56.17,133.33,10.88,25.98,33.02,NA,NA,2.41,36.6,0.4,0.58,2.03,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
16-02-2020 00:00,184,100.02,213.46,40.06,34.62,74.67,NA,NA,3.05,28.97,4.27,0.45,2.01,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
