Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2022 00:00,362,234.9,374,142.42,9.48,138.14,NA,NA,4.19,22.51,0,2.95,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
02-01-2022 00:00,,270.78,414.67,185.14,9.99,184.05,NA,NA,3.79,27.03,0,2.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
03-01-2022 00:00,395,246.83,385.56,138.22,9.13,147.34,NA,NA,3.95,39.5,0,1.09,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
04-01-2022 00:00,413,210.18,329.21,188.71,10.03,198.78,NA,NA,4.21,35.37,0.76,0.03,0.76,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
05-01-2022 00:00,,201.37,279.5,133.19,9.08,123.02,NA,NA,3.8,36.95,0.95,0.07,1.81,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
06-01-2022 00:00,206,82.67,115.02,NA,NA,0,NA,NA,2.32,32.27,0.3,0.02,0.26,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
07-01-2022 00:00,,66.44,97.65,31.28,7.33,38.53,NA,NA,1.75,32,0,0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
08-01-2022 00:00,81,42.44,57.82,17.01,7.08,24.09,NA,NA,1.45,42.54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
09-01-2022 00:00,,32.67,43.11,18.32,7.04,22.24,NA,NA,1.41,33.12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
10-01-2022 00:00,,66.99,106.47,NA,6.65,0.74,NA,NA,1.6,36.22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
11-01-2022 00:00,175,76.77,105.55,14.07,6.64,1.01,NA,NA,1.66,38.13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
12-01-2022 00:00,110,77.38,131.87,175.39,9.05,47.67,NA,NA,2.58,28.43,0.09,0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
13-01-2022 00:00,279,173.57,271.64,115,14.27,115.29,NA,NA,3.45,19.04,1.34,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
14-01-2022 00:00,325,153.75,238.01,60.31,14.35,70.32,NA,NA,3.08,17.9,1.69,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
15-01-2022 00:00,248,105.41,165.1,23.9,14.55,21.47,NA,NA,2.11,19.18,1.1,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
16-01-2022 00:00,226,121.35,196.13,37.14,14.46,24.54,NA,NA,2.36,21.99,0.29,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
17-01-2022 00:00,311,164.11,269.28,37.65,10.25,41.6,NA,NA,2.99,21.14,0.23,0.19,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
18-01-2022 00:00,357,166.1,272.03,17.25,5.11,22.36,NA,NA,2.3,20.02,0,0.18,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
19-01-2022 00:00,313,168.4,296.99,56.36,3.82,58.99,NA,NA,3.25,21.81,0,0.66,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
20-01-2022 00:00,390,232.47,389.19,96.78,2.92,98.06,NA,NA,3.99,19.61,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
21-01-2022 00:00,349,165.89,277.01,70.65,3.7,72.8,NA,NA,3.88,14.97,0,0.21,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
22-01-2022 00:00,279,104.65,158.73,12.36,4.14,16.49,NA,NA,2.95,14.2,0,0.16,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
23-01-2022 00:00,,88.31,142.96,34,3.66,37.42,NA,NA,2.73,14.12,0,0.21,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
24-01-2022 00:00,234,104.18,178.46,97.68,4.89,101.25,NA,NA,3.64,14.24,0,0.17,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
25-01-2022 00:00,182,93.51,167.85,61.97,7.95,69.92,NA,NA,2.73,14.97,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
26-01-2022 00:00,249,117.55,186.51,38.27,8.8,47.06,NA,NA,2.76,14.76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
27-01-2022 00:00,258,97.74,145.05,19.5,9.39,28.84,NA,NA,2.46,13.96,0,0.12,0.14,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
28-01-2022 00:00,162,81.76,135.07,25.64,9.25,34.89,NA,NA,2.2,13.95,0,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
29-01-2022 00:00,233,105.53,175.98,44.61,8.66,53,NA,NA,2.6,13.95,0,1.03,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
30-01-2022 00:00,253,118.93,200.42,61.06,12.58,69.01,NA,NA,2.66,14.28,0,0.26,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
31-01-2022 00:00,309,197.57,324.91,201.5,19.63,201.55,NA,NA,3.56,14.04,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
01-02-2022 00:00,362,180.61,285.46,133.49,7.09,121.51,NA,NA,3.71,17.04,0.03,0.56,0.03,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
02-02-2022 00:00,296,141.51,237.18,22.33,9.3,31.6,NA,NA,2.36,37.4,0,0.13,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
03-02-2022 00:00,295,116.26,181.78,13.5,9.61,23.12,NA,NA,2.16,32.81,0,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
04-02-2022 00:00,119,47.54,80.89,39.84,8.81,48.59,NA,NA,2.09,24.44,0,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
05-02-2022 00:00,170,86.16,142.02,72.01,7.69,79.67,NA,NA,2.96,23.22,0,0.67,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
06-02-2022 00:00,277,159.9,260.99,167.88,6.35,173.02,NA,NA,5.25,27.48,0,5.32,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
07-02-2022 00:00,207,110.89,214.77,125.16,5.99,130.99,NA,NA,3.56,31.77,0,5.32,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
08-02-2022 00:00,188,126.67,215.59,117.53,6.8,123.74,NA,NA,3.88,33.61,0,2.81,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
09-02-2022 00:00,211,91.83,160.89,42.3,9.64,51.92,NA,NA,2.75,30.78,0.2,0.74,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
