Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2021 00:00,,453.31,611.11,196.61,142.06,272.21,NA,NA,3.07,18.62,0.4,0.79,0.05,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
02-01-2021 00:00,461,328.17,467.16,78.33,92.5,170.83,NA,NA,3.25,17.54,0.19,0.41,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
03-01-2021 00:00,,126.65,170.77,40.06,55.77,95.83,NA,NA,1.34,6.19,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
04-01-2021 00:00,152,81.4,113.4,52.32,56.77,108.47,NA,NA,1.24,7.27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
05-01-2021 00:00,117,72.31,92.84,38.59,43.15,81.78,NA,NA,1.03,7.06,0.34,1.14,0.05,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
06-01-2021 00:00,,107.57,155.17,107.71,55.56,130.01,NA,NA,1.38,30.24,1.08,4.98,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
07-01-2021 00:00,217,87.98,135.99,74.45,22.07,90.29,NA,NA,0.66,6.14,0.13,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
08-01-2021 00:00,230,139.32,219.71,28.97,18.54,43.83,NA,NA,0.73,4.86,0.44,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
09-01-2021 00:00,282,119.03,190.02,13.89,17.82,31.72,NA,NA,0.76,4.96,0.73,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
10-01-2021 00:00,224,94.23,142.29,3.17,15.64,17.1,NA,NA,0.6,8.15,0.49,0.37,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
11-01-2021 00:00,223,106.51,169.11,12.88,15.3,23.33,NA,NA,0.97,14.47,0.26,0.07,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
12-01-2021 00:00,283,143,211.72,46.87,13.12,59.97,NA,NA,1.74,8.13,0.06,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
13-01-2021 00:00,339,185.54,284.93,81.73,14.06,95.8,NA,NA,2.42,8.97,0.58,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
14-01-2021 00:00,,355.14,472,135.52,16.49,150.79,NA,NA,4.38,7.22,1.32,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
15-01-2021 00:00,435,391.98,515.08,182.95,23.44,203.46,NA,NA,4.09,9.35,4.58,5.96,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
16-01-2021 00:00,,200.34,294.6,33.13,30.28,63.43,NA,NA,1.01,7.74,3.26,4.21,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
17-01-2021 00:00,331,203.67,273.3,6.91,25.22,32.14,NA,NA,0.7,9.7,1.98,5.37,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
18-01-2021 00:00,370,201.58,304.32,78.91,24.3,100.51,NA,NA,1.37,9.91,2.68,9.42,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
19-01-2021 00:00,396,294.27,341.5,132.87,19.98,152.83,NA,NA,1.7,8.35,4.24,18.52,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
20-01-2021 00:00,157,148.6,189.18,6.53,23.75,30.28,NA,NA,0.53,8.28,1.6,6.3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
21-01-2021 00:00,296,135.24,214.07,66.81,22.05,88.85,NA,NA,1.17,14.32,3.09,9.86,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
22-01-2021 00:00,370,241.87,363.91,108.13,21.13,127.95,NA,NA,2.12,12.18,5.77,19.45,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
23-01-2021 00:00,291,133.66,197.14,16.52,24.09,40.6,NA,NA,0.68,11.96,1.19,4.04,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
24-01-2021 00:00,352,188.11,314.38,62.9,20.98,83.88,NA,NA,1,9.76,1.9,8.06,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
25-01-2021 00:00,302,138.24,233.06,58.38,19.15,77.55,NA,NA,1.11,14.3,1.53,7.78,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
26-01-2021 00:00,336,177.03,292.83,89.56,18.83,108.37,NA,NA,1.62,15.03,3.77,13.43,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
