Timestamp,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2018 00:00,403,265.45,451.83,NA,NA,0,NA,NA,0,22.42,1.18,0.33,0.76,NA,NA,NA,12.14,97.02,NA,NA,NA,0,85.47,982.7,NA
02-01-2018 00:00,468,277.76,620.96,NA,NA,0,NA,NA,0,22.13,0.08,0.14,1,NA,NA,NA,10.77,99.02,0.45,46.5,NA,0,79.38,982.79,NA
03-01-2018 00:00,407,234.42,469.86,NA,NA,0,NA,NA,0,22.6,0.16,0.19,1.19,NA,NA,NA,11.37,94.25,NA,NA,NA,0,103.38,982.69,NA
04-01-2018 00:00,431,346.31,597.24,NA,NA,0,NA,NA,0,22.31,0.01,0.13,1.51,NA,NA,NA,10.73,96.72,1.43,150.14,NA,0,90.61,982.72,NA
05-01-2018 00:00,419,292.83,505.63,NA,NA,0,NA,NA,0,22.55,0,0.17,1.02,NA,NA,NA,10.31,95.31,NA,NA,NA,0,90.84,982.73,NA
06-01-2018 00:00,436,290.97,454.68,NA,NA,0,NA,NA,0,22.49,0.16,0.22,1.72,NA,NA,NA,11.18,89.05,NA,NA,NA,0,100.54,982.72,NA
07-01-2018 00:00,372,224.93,348.58,NA,NA,0,NA,NA,0,22.58,0.11,0.02,0.81,NA,NA,NA,9.9,95.34,NA,NA,NA,0,91.85,982.86,NA
08-01-2018 00:00,304,153.64,279.52,NA,NA,0,NA,NA,0,22.48,1.89,6.95,1.58,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
09-01-2018 00:00,387,285.3,474.74,89.5,48.34,0,NA,NA,0,22.78,6.66,18.6,3.03,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
10-01-2018 00:00,374,194.97,332.91,58.65,31.89,0,NA,NA,0,22.79,3.27,7.96,2.29,NA,NA,NA,15.56,70.73,NA,NA,NA,0,117.79,982.58,NA
